"Name","Strain","L-code","Snomed-CT","Mnemonic"
"Terrabacter tumescens","Terrabacter tumescens DSM 20308T DSM","L-27601","114072008","Terrartum"
"Terrabacter tumescens","Terrabacter tumescens DSM 20308T DSM","L-27601","114072008","Terrartum"
"Terrimonas ferruginea","Terrimonas ferruginea DSM 30193T HAM","L-2F0AC","434542002","Terrisfer"
"Terrimonas ferruginea","Terrimonas ferruginea DSM 30193T HAM","L-2F0AC","434542002","Terrisfer"
"Terrisporobacter glycolicus","Terrisporobacter glycolicus 100617_23 PNU","L-14149",,"Terrirgly"
"Terrisporobacter glycolicus","Terrisporobacter glycolicus 100617_52 PNU","L-14149",,"Terrirgly"
"Terrisporobacter glycolicus","Terrisporobacter glycolicus 203246 RLH","L-14149",,"Terrirgly"
"Terrisporobacter glycolicus","Terrisporobacter glycolicus DSM 1288T DSM","L-14149",,"Terrirgly"
"Terrisporobacter glycolicus","Terrisporobacter glycolicus DSM 13561 DSM","L-14149",,"Terrirgly"
"Terrisporobacter glycolicus","Terrisporobacter glycolicus DSM 13865 DSM","L-14149",,"Terrirgly"
"Terrisporobacter mayombei","Terrisporobacter mayombei DSM 6539T DSM",,,"Terrirmay"
"Tessaracoccus flavescens","Tessaracoccus flavescens DSM 18582T DSM","L-10772","6391000146107","Tessasfla"
"Tessaracoccus flavescens","Tessaracoccus flavescens DSM 18582T DSM","L-10772","6391000146107","Tessasfla"
"Test1","Test1",,,"X"
"Tetragenococcus solitarius","Tetragenococcus solitarius DSM 5634T DSM","L-2F7EE","431990001","Tetrassol"
"Tetragenococcus solitarius","Tetragenococcus solitarius DSM 5634T DSM","L-2F7EE","431990001","Tetrassol"
"Thanatephorus cucumeris","Thanatephorus cucumeris 240 UGB","L-00000","6381000146105","Rhizoasol"
"Thanatephorus cucumeris","Thanatephorus cucumeris 240 UGB","L-00000","6381000146105","Rhizoasol"
"Thauera aminoaromatica","Thauera aminoaromatica S2 MPB","L-2F4A8","441152009","Thaueaami"
"Thauera aminoaromatica","Thauera aminoaromatica S2 MPB","L-2F4A8","441152009","Thaueaami"
"Thauera aromatica","Thauera aromatica K172 MPB","L-2F4A1","441127007","Thaueaaro"
"Thauera aromatica","Thauera aromatica K172 MPB","L-2F4A1","441127007","Thaueaaro"
"Thauera aromatica","Thauera aromatica strain XyN1 MPB","L-2F4A1","441127007","Thaueaaro"
"Thauera aromatica","Thauera aromatica strain XyN1 MPB","L-2F4A1","441127007","Thaueaaro"
"Thauera chlorobenzoica","Thauera chlorobenzoica 3CB_1 MPB","L-2F4A2","441128002","Thaueachl"
"Thauera chlorobenzoica","Thauera chlorobenzoica 3CB_1 MPB","L-2F4A2","441128002","Thaueachl"
"Thauera linaloolentis","Thauera linaloolentis 47Lol MPB","L-2F496","440962007","Thauealin"
"Thauera linaloolentis","Thauera linaloolentis 47Lol MPB","L-2F496","440962007","Thauealin"
"Thauera mechernichensis","Thauera mechernichensis Tl1 MPB","L-2F497","440963002","Thaueamec"
"Thauera mechernichensis","Thauera mechernichensis Tl1 MPB","L-2F497","440963002","Thaueamec"
"Thauera phenylacetica","Thauera phenylacetica B4P MPB","L-2F4B2","441234003","Thaueaphe"
"Thauera phenylacetica","Thauera phenylacetica B4P MPB","L-2F4B2","441234003","Thaueaphe"
"Thauera terpenica","Thauera terpenica 58Eu MPB","L-2F49C","441034007","Thaueater"
"Thauera terpenica","Thauera terpenica 58Eu MPB","L-2F49C","441034007","Thaueater"
"Tatlockia micdadei","Tatlockia micdadei AQZ_2 ALZW",,,"Legioamic"
"Thermoactinomyces sp[2]","Thermoactinomyces sp[2] CS 218_1a1 BRB","L-2570A","28042005","Thermsspe"
"Thermoactinomyces sp[2]","Thermoactinomyces sp[2] CS 218_1a1 BRB","L-2570A","28042005","Thermsspe"
"Thermoanaerobacter thermohydrosulfuricus","Thermoanaerobacter thermohydrosulfuricus DSM 2247 DSM","L-2FA51","440965009","Thermrthe"
"Thermoanaerobacter thermohydrosulfuricus","Thermoanaerobacter thermohydrosulfuricus DSM 2247 DSM","L-2FA51","440965009","Thermrthe"
"Thermoanaerobacter thermohydrosulfuricus","Thermoanaerobacter thermohydrosulfuricus DSM 567T DSM","L-2FA51","440965009","Thermrthe"
"Thermoanaerobacter thermohydrosulfuricus","Thermoanaerobacter thermohydrosulfuricus DSM 567T DSM","L-2FA51","440965009","Thermrthe"
"Thermoanaerobacter thermohydrosulfuricus","Thermoanaerobacter thermohydrosulfuricus DSM 568 DSM","L-2FA51","440965009","Thermrthe"
"Thermoanaerobacter thermohydrosulfuricus","Thermoanaerobacter thermohydrosulfuricus DSM 568 DSM","L-2FA51","440965009","Thermrthe"
"Thermoanaerobacter thermohydrosulfuricus","Thermoanaerobacter thermohydrosulfuricus DSM 570 DSM","L-2FA51","440965009","Thermrthe"
"Thermoanaerobacter thermohydrosulfuricus","Thermoanaerobacter thermohydrosulfuricus DSM 570 DSM","L-2FA51","440965009","Thermrthe"
"Thermoanaerobacterium thermosaccharolyticum","Thermoanaerobacterium thermosaccharolyticum 5601 JCA",,"114213000","Thermmthe"
"Thermoanaerobacterium thermosaccharolyticum","Thermoanaerobacterium thermosaccharolyticum 5610 JCA",,"114213000","Thermmthe"
"Thermoanaerobacterium thermosaccharolyticum","Thermoanaerobacterium thermosaccharolyticum 5618 JCA",,"114213000","Thermmthe"
"Thermoanaerobacterium thermosaccharolyticum","Thermoanaerobacterium thermosaccharolyticum DSM 571T DSM",,"114213000","Thermmthe"
"Thermoanaerobacterium thermosaccharolyticum","Thermoanaerobacterium thermosaccharolyticum DSM 572 DSM",,"114213000","Thermmthe"
"Thermoanaerobacterium thermosulfurigenes","Thermoanaerobacterium thermosulfurigenes DSM 2229 DSM",,"114214006","Thermmtheu"
"Tatlockia micdadei","Tatlockia micdadei ATCC 33218T TUD",,,"Legioamic"
"Tatlockia micdadei","Tatlockia micdadei ATCC 33218T TW VUN",,,"Legioamic"
"Tissierella praeacuta","Tissierella praeacuta 1078_ATCC 33268T BOG","L-25801","75376009","Tissiapra"
"Tissierella praeacuta","Tissierella praeacuta 1078_ATCC 33268T BOG","L-25801","75376009","Tissiapra"
"Tissierella praeacuta","Tissierella praeacuta DSM 5675 DSM","L-25801","75376009","Tissiapra"
"Tissierella praeacuta","Tissierella praeacuta DSM 5675 DSM","L-25801","75376009","Tissiapra"
"Tissierella praeacuta","Tissierella praeacuta ENR_0227 ENR","L-25801","75376009","Tissiapra"
"Tissierella praeacuta","Tissierella praeacuta ENR_0227 ENR","L-25801","75376009","Tissiapra"
"Tissierella praeacuta","Tissierella praeacuta ENR_0392 ENR","L-25801","75376009","Tissiapra"
"Tissierella praeacuta","Tissierella praeacuta ENR_0392 ENR","L-25801","75376009","Tissiapra"
"Tissierella praeacuta","Tissierella praeacuta ENR_0446 ENR","L-25801","75376009","Tissiapra"
"Tissierella praeacuta","Tissierella praeacuta ENR_0446 ENR","L-25801","75376009","Tissiapra"
"Torulaspora delbrueckii","Torulaspora delbrueckii 901400020 LBK","L-00000","8291000146101","Toruladel"
"Torulaspora delbrueckii","Torulaspora delbrueckii 901400020 LBK","L-00000","8291000146101","Toruladel"
"Torulaspora delbrueckii","Torulaspora delbrueckii 901400023 LBK","L-00000","8291000146101","Toruladel"
"Torulaspora delbrueckii","Torulaspora delbrueckii 901400023 LBK","L-00000","8291000146101","Toruladel"
"Torulaspora delbrueckii","Torulaspora delbrueckii CBS 1090 CBS","L-00000","8291000146101","Toruladel"
"Torulaspora delbrueckii","Torulaspora delbrueckii CBS 1090 CBS","L-00000","8291000146101","Toruladel"
"Torulaspora delbrueckii","Torulaspora delbrueckii CBS 1151 CBS","L-00000","8291000146101","Toruladel"
"Torulaspora delbrueckii","Torulaspora delbrueckii CBS 1151 CBS","L-00000","8291000146101","Toruladel"
"Torulaspora delbrueckii","Torulaspora delbrueckii VML","L-00000","8291000146101","Toruladel"
"Torulaspora delbrueckii","Torulaspora delbrueckii VML","L-00000","8291000146101","Toruladel"
"Trabulsiella guamensis","Trabulsiella guamensis DSM 16940T HAM","L-150FA","243309007","Trabuagua"
"Trabulsiella guamensis","Trabulsiella guamensis DSM 16940T HAM","L-150FA","243309007","Trabuagua"
"Tatlockia micdadei","Tatlockia micdadei L02_407 TUD",,,"Legioamic"
"Theilavia terrestris","Theilavia terrestris AL229 NIH",,,"bacacp"
"Trichoderma longibrachiatum","Trichoderma longibrachiatum ATCC 201044 T78 NIH","L-44350","6351000146100","Trichalon"
"Trichoderma longibrachiatum","Trichoderma longibrachiatum ATCC 201044 T78 NIH","L-44350","6351000146100","Trichalon"
"Trichoderma longibrachiatum","Trichoderma longibrachiatum DSM 63060 DSM mod","L-44350","6351000146100","Trichalon"
"Trichoderma longibrachiatum","Trichoderma longibrachiatum DSM 63060 DSM mod","L-44350","6351000146100","Trichalon"
"Thielavia terrestris","Thielavia terrestris AL151 NIH",,,"bacacp"
"Thorsellia kenyensis","Thorsellia kenyensis DSM 29347T DSM",,,"bacacp"
"Trichoderma hamatum","Trichoderma hamatum CBS 119088 CBS",,,"bacacp"
"Trichomonascus ciferrii","Trichomonascus ciferrii DSM 70749 DSM","L-43151","415966003","Trichscif"
"Trichomonascus ciferrii","Trichomonascus ciferrii DSM 70749 DSM","L-43151","415966003","Trichscif"
"Trichomonascus ciferrii","Trichomonascus ciferrii RV07_02 17 VML","L-43151","415966003","Trichscif"
"Trichomonascus ciferrii","Trichomonascus ciferrii RV07_02 17 VML","L-43151","415966003","Trichscif"
"Trichophyton benhamiae","Trichophyton benhamiae 111116_22 IMD",,,"Trichtben"
"Trichophyton benhamiae","Trichophyton benhamiae DSM 6915 DSM",,,"Trichtben"
"Trichophyton benhamiae","Trichophyton benhamiae DSM 6916 DSM",,,"Trichtben"
"Trichophyton equinum","Trichophyton equinum ATCC 12544 T90 NIH","L-44362","80707008","Trichtequ"
"Trichophyton equinum","Trichophyton equinum ATCC 12544 T90 NIH","L-44362","80707008","Trichtequ"
"Trichophyton equinum","Trichophyton equinum DSM 12284 DSM","L-44362","80707008","Trichtequ"
"Trichophyton equinum","Trichophyton equinum DSM 12284 DSM","L-44362","80707008","Trichtequ"
"Trichophyton equinum","Trichophyton equinum DSM 21688 DSM","L-44362","80707008","Trichtequ"
"Trichophyton equinum","Trichophyton equinum DSM 21688 DSM","L-44362","80707008","Trichtequ"
"Trichophyton erinacei","Trichophyton erinacei 120227_04 ETL",,,"Trichtmeri"
"Trichophyton erinacei","Trichophyton erinacei F29 LLH",,,"Trichtmeri"
"Trichophyton interdigitale","Trichophyton interdigitale 120227_03 ETL","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale 120227_03 ETL","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale D_16_256_6_3 LLH","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale D_16_256_6_3 LLH","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale DSM 12283 DSM","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale DSM 12283 DSM","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale DSM 16110 DSM","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale DSM 16110 DSM","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale DSM 4167 DSM","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale DSM 4167 DSM","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale DSM 4870 DSM","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale DSM 4870 DSM","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale F12 LLH","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale F12 LLH","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale F61_2 RLH","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale F61_2 RLH","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale F64_2 RLH","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale F64_2 RLH","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale RV06 32 VML","L-44369","76040007","Trichtint"
"Trichophyton interdigitale","Trichophyton interdigitale RV06 32 VML","L-44369","76040007","Trichtint"
"Trichophyton mentagrophytes","Trichophyton mentagrophytes 31 VML","L-44366","55766005","Trichtmen"
"Trichophyton mentagrophytes","Trichophyton mentagrophytes 31 VML","L-44366","55766005","Trichtmen"
"Trichophyton mentagrophytes","Trichophyton mentagrophytes ATCC 9533 T68 NIH","L-44366","55766005","Trichtmen"
"Trichophyton mentagrophytes","Trichophyton mentagrophytes ATCC 9533 T68 NIH","L-44366","55766005","Trichtmen"
"Trichophyton rubrum","Trichophyton rubrum 25 VML","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum 25 VML","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum AL134 NIH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum AL134 NIH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum AL227 NIH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum AL227 NIH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum AL59 NIH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum AL59 NIH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum ATCC 28188 T80 NIH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum ATCC 28188 T80 NIH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum D_16_256_4_1 LLH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum D_16_256_4_1 LLH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum DSM 16111 DSM","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum DSM 16111 DSM","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum DSM 19616 DSM","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum DSM 19616 DSM","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum DSM 19959 DSM","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum DSM 19959 DSM","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum DSM 21146 DSM","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum DSM 21146 DSM","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum F25 LLH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum F25 LLH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum F37 LLH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum F37 LLH","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum VML","L-44372","372008","Trichtrub"
"Trichophyton rubrum","Trichophyton rubrum VML","L-44372","372008","Trichtrub"
"Trichophyton tonsurans","Trichophyton tonsurans 111201_I MVS","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans 111201_I MVS","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans 28 VML","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans 28 VML","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans ATCC 28942 T81 NIH","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans ATCC 28942 T81 NIH","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans DSM 12285 DSM","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans DSM 12285 DSM","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans F16 LLH","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans F16 LLH","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans F31 LLH","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans F31 LLH","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans F34 LLH","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans F34 LLH","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans F57 LLH","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans F57 LLH","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans RV491_Sep09_C LBK","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans RV491_Sep09_C LBK","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans VML","L-44375","71495007","Trichtton"
"Trichophyton tonsurans","Trichophyton tonsurans VML","L-44375","71495007","Trichtton"
"Trichophyton verrucosum","Trichophyton verrucosum ATCC 42898 T82 NIH",,"26601004","Trichtver"
"Trichophyton violaceum","Trichophyton violaceum F20 LLH","L-44383","67490006","Trichtvio"
"Trichophyton violaceum","Trichophyton violaceum F20 LLH","L-44383","67490006","Trichtvio"
"Trichosporon asahii","Trichosporon asahii 2479","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii 2479","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii 2479 SB","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii 2479 SB","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii 29 VML","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii 29 VML","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii 35 VML","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii 35 VML","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 2479T CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 2479T CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 2479T CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 2479T CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 2530 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 2530 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 2530 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 2530 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 2936 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 2936 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 4829 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 4829 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 4829 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 4829 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 5286 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 5286 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 5599 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 5599 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 5599 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 5599 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7631 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7631 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7631 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7631 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7632_C CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7632_C CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7632_C CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7632_C CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7632_W CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7632_W CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7632_W CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7632_W CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7755 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii CBS 7755 CBS","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii MY00358_09 ERL","L-43232","243475001","Trichnasa"
"Trichosporon asahii","Trichosporon asahii MY00358_09 ERL","L-43232","243475001","Trichnasa"
"Trichosporon asteroides","Trichosporon asteroides CBS 2481T CBS","L-43235","243476000","Trichnast"
"Trichosporon asteroides","Trichosporon asteroides CBS 2481T CBS","L-43235","243476000","Trichnast"
"Trichosporon asteroides","Trichosporon asteroides CBS 7623 CBS","L-43235","243476000","Trichnast"
"Trichosporon asteroides","Trichosporon asteroides CBS 7623 CBS","L-43235","243476000","Trichnast"
"Trichosporon asteroides","Trichosporon asteroides CBS 7624 CBS","L-43235","243476000","Trichnast"
"Trichosporon asteroides","Trichosporon asteroides CBS 7624 CBS","L-43235","243476000","Trichnast"
"Trichosporon coremiiforme","Trichosporon coremiiforme CBS 2469 CBS","L-43236","243477009","Trichncor"
"Trichosporon coremiiforme","Trichosporon coremiiforme CBS 2469 CBS","L-43236","243477009","Trichncor"
"Trichosporon coremiiforme","Trichosporon coremiiforme CBS 2469 CBS","L-43236","243477009","Trichncor"
"Trichosporon coremiiforme","Trichosporon coremiiforme CBS 2469 CBS","L-43236","243477009","Trichncor"
"Trichosporon coremiiforme","Trichosporon coremiiforme CBS 2482T CBS","L-43236","243477009","Trichncor"
"Trichosporon coremiiforme","Trichosporon coremiiforme CBS 2482T CBS","L-43236","243477009","Trichncor"
"Trichosporon coremiiforme","Trichosporon coremiiforme CBS 2482T CBS","L-43236","243477009","Trichncor"
"Trichosporon coremiiforme","Trichosporon coremiiforme CBS 2482T CBS","L-43236","243477009","Trichncor"
"Trichosporon cutaneum","Trichosporon cutaneum 120 PSB","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum 120 PSB","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2466T CBS","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2466T CBS","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2466T CBS","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2466T CBS","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2480 CBS","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2480 CBS","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2480 CBS","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2480 CBS","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2545 CBS","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2545 CBS","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2545 CBS","L-43231","39268007","Cutanncut"
"Trichosporon cutaneum","Trichosporon cutaneum CBS 2545 CBS","L-43231","39268007","Cutanncut"
"Trichoderma hamatum","Trichoderma hamatum CBS 123063 CBS",,,"bacacp"
"Trichoderma orientale","Trichoderma orientale DSM 16517 DSM",,,"bacacp"
"Trichoderma sp[3]","Trichoderma sp[3] F59_2 LLH",,,"Trichaspe"
"Trichoderma viride","Trichoderma viride AL147 NIH",,"61143007","bacacp"
"Trichosporon dohaense","Trichosporon dohaense CBS 10333 CBS",,"6311000146104","Trichndoh"
"Trichosporon dohaense","Trichosporon dohaense CBS 10333 CBS",,"6311000146104","Trichndoh"
"Trichosporon dohaense","Trichosporon dohaense CBS 10761T CBS",,"6311000146104","Trichndoh"
"Trichosporon dohaense","Trichosporon dohaense CBS 10761T CBS",,"6311000146104","Trichndoh"
"Trichosporon dohaense","Trichosporon dohaense CBS 11017 CBS",,"6311000146104","Trichndoh"
"Trichosporon dohaense","Trichosporon dohaense CBS 11017 CBS",,"6311000146104","Trichndoh"
"Trichosporon debeurmannianum","Trichosporon debeurmannianum CBS 1896T CBS",,"6331000146106","Cutanndeb"
"Trichosporon debeurmannianum","Trichosporon debeurmannianum CBS 1896T CBS",,"6331000146106","Cutanndeb"
"Trichosporon debeurmannianum","Trichosporon debeurmannianum VML",,"6331000146106","Cutanndeb"
"Trichosporon dermatis","Trichosporon dermatis CBS 2043T CBS",,"6321000146109","Cutannder"
"Trichosporon domesticum","Trichosporon domesticum CBS 8111 CBS",,"6301000146101","Apiotmdom"
"Trichosporon domesticum","Trichosporon domesticum CBS 8280T CBS",,"6301000146101","Apiotmdom"
"Trichosporon dulcitum","Trichosporon dulcitum CBS 5786 CBS",,"6291000146100","Apiotmdul"
"Trichosporon faecale","Trichosporon faecale CBS 4828T CBS",,"6281000146102","Trichnfae"
"Trichosporon faecale","Trichosporon faecale CBS 4828T CBS",,"6281000146102","Trichnfae"
"Trichosporon dulcitum","Trichosporon dulcitum CBS 5786 CBS",,"6291000146100","Apiotmdul"
"Trichosporon dulcitum","Trichosporon dulcitum CBS 7608 CBS",,"6291000146100","Apiotmdul"
"Trichosporon dulcitum","Trichosporon dulcitum CBS 7608 CBS",,"6291000146100","Apiotmdul"
"Trichosporon dulcitum","Trichosporon dulcitum CBS 8905 CBS",,"6291000146100","Apiotmdul"
"Trichosporon gracile","Trichosporon gracile CBS 5066 CBS",,"6271000146104","Apiotmgra"
"Trichosporon gracile","Trichosporon gracile CBS 5066 CBS",,"6271000146104","Apiotmgra"
"Trichosporon gracile","Trichosporon gracile CBS 6861 CBS",,"6271000146104","Apiotmgra"
"Trichosporon gracile","Trichosporon gracile CBS 6861 CBS",,"6271000146104","Apiotmgra"
"Trichosporon inkin","Trichosporon inkin CBS 5585T CBS","L-451FE","243547001","Trichnink"
"Trichosporon inkin","Trichosporon inkin CBS 5585T CBS","L-451FE","243547001","Trichnink"
"Trichosporon inkin","Trichosporon inkin CBS 5585T CBS","L-451FE","243547001","Trichnink"
"Trichosporon inkin","Trichosporon inkin CBS 5585T CBS","L-451FE","243547001","Trichnink"
"Trichosporon inkin","Trichosporon inkin CBS 7613 CBS","L-451FE","243547001","Trichnink"
"Trichosporon inkin","Trichosporon inkin CBS 7613 CBS","L-451FE","243547001","Trichnink"
